sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,sap_table_description,classification_bucket,top_canonical_concept_id,top_canonical_strength,second_canonical_concept_id,second_canonical_strength,strength_margin,confidence_tier,top_canonical_matches,candidate_reason
SD,VBRP,CMPRE_FLT,Item Credit Price,CMPRE_FLT,FLTP,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,J_1AREGIO,"Region (State, Province, County)",REGIO,REGIO,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,address.region,0.60,supplier.address,0.50,0.10,medium,address.region:0.60 | supplier.address:0.50 | supplier.region_code:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,J_1AGICD,Activity Code for Gross Income Tax,J_1AGICD_D,J_1AGICD2,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,material.sku,0.60,material.erp_material_number,0.50,0.10,medium,material.sku:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,J_1BCFOP,CFOP Code and Extension,J_1BCFOP,J_1BCFOP,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.sku,0.60,material.erp_material_number,0.50,0.10,medium,material.sku:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,J_1BTXSDC,SD tax code,J_1BTXSDC_,J_1BTXSDC,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,material.sku,0.60,material.erp_material_number,0.50,0.10,medium,material.sku:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,BEMOT,Accounting Indicator,BEMOT,BEMOT,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,journal_entry.line_item_number,0.60,,,0.60,medium,journal_entry.line_item_number:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,MSR_REFUND_CODE,Returns Refund Code,MSR_RETURNS_REFUND_CODE,MSR_RETURNS_REFUND_CODE,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.sku,0.60,material.erp_material_number,0.50,0.10,medium,material.sku:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,NRAB_VALUE,Condition Value,KWERT,WERTV7,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,AKKUR,Exchange rate for letter-of-credit procg in foreign trade,AKKUR,KURRF,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,exchange_rate.rate,0.60,,,0.60,medium,exchange_rate.rate:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,GRWRT,Statistical value for foreign trade,GRWRT,GRWRT,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,ABSTA,Rejection Status for Billing Document Request Item,ABSTA_BDR,STATV,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,product.lifecycle_status,0.60,supplier.region_code,0.50,0.10,medium,product.lifecycle_status:0.60 | supplier.region_code:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,MWSK1,Tax on sales/purchases code,MWSKZ,MWSKZ,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,material.sku,0.60,material.erp_material_number,0.50,0.10,medium,material.sku:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,_DATAAGING,Data Filter Value for Data Aging,DATA_TEMPERATURE,DATA_TEMPERATURE,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,SPE_HERKR,Region of Origin of Material (Non-Preferential Origin),HERKR,REGIO,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,material.origin,0.60,,,0.60,medium,material.origin:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,VTKEY,Identification of a Provider Contract,VTKEY_KK,VTKEY_KK,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,REGIO_ANA,"Region (State, Province, County)",REGIO,REGIO,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,address.region,0.60,supplier.address,0.50,0.10,medium,address.region:0.60 | supplier.address:0.50 | supplier.region_code:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,CITYC_ANA,City Code,CITYC,CITYC,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.sku,0.60,material.erp_material_number,0.50,0.10,medium,material.sku:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,VF_STATUS_ANA,SD Billing Status,VF_STATUS,VF_STATUS,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,product.lifecycle_status,0.60,supplier.region_code,0.50,0.10,medium,product.lifecycle_status:0.60 | supplier.region_code:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,COUNC_ANA,County Code,COUNC,COUNC,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.sku,0.60,material.erp_material_number,0.50,0.10,medium,material.sku:0.60 | material.erp_material_number:0.50 | material.id:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,FSH_SEASON_YEAR,Season Year,FSH_SAISJ,FSH_CJAHR,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.number,0.60,,,0.60,medium,material.number:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,FSH_SEASON,Season,FSH_SAISO,RFM_SAISO,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.number,0.60,,,0.60,medium,material.number:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,FSH_COLLECTION,Fashion Collection,FSH_COLLECTION,FSH_COLLECTION,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.number,0.60,,,0.60,medium,material.number:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,FSH_THEME,Fashion Theme,FSH_THEME,FSH_THEME,Billing Document — Item Invoice line items. SD Sales Distribution,unmapped,material.number,0.60,,,0.60,medium,material.number:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,PPRCTR,Partner Profit Center,PPRCTR,PRCTR,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
SD,VBRP,WRF_CHARSTC1,Characteristic Value 1,WRF_CHARSTC1,WRF_CHARSTC,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,WRF_CHARSTC2,Characteristic Value 2,WRF_CHARSTC2,WRF_CHARSTC,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,VBRP,WRF_CHARSTC3,Characteristic Value 3,WRF_CHARSTC3,WRF_CHARSTC,Billing Document — Item Invoice line items. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50 | supplier_invoice.amount:0.50,context_enriched_unmapped_auto_candidate
SD,KNVV,LOEVM,Deletion flag for customer (sales level),LOEVM_V,XFELD,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,weak_canonical_candidate,material.deletion_mark,0.60,,,0.60,medium,material.deletion_mark:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,AUFSD,Customer order block (sales area),AUFSD_V,KAUFS,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,weak_canonical_candidate,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,KALKS,Customer Classification for Pricing Procedure Determination,KALKS,KALKS,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,weak_canonical_candidate,customer.classification,0.60,,,0.60,medium,customer.classification:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,AWAHR,Order Probability of the Item,AWAHR,AWAHR,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,unmapped,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,AUTLF,Complete Delivery Defined for Each Sales Order?,AUTLF,XFELD,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,weak_canonical_candidate,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,KZAZU,Order Combination Indicator,KZAZU_D,XFELD,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,unmapped,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,PERFK,Invoice Dates (Calendar Identification),PERFK,WFCID,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
SD,KNVV,PERRL,Invoice List Schedule (calendar identification),PERRL,WFCID,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
SD,KNVV,KVAWT,Value limit for cost estimate (inactive),KVAWT,WERT7,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50,context_enriched_unmapped_auto_candidate
SD,KNVV,KLABC,Customer classification (ABC analysis),KLABC,KLABC,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,weak_canonical_candidate,customer.classification,0.60,,,0.60,medium,customer.classification:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,INCO2_L,Incoterms Location 1,INCO2_L,INCO_L,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,weak_canonical_candidate,incoterm.location,0.60,,,0.60,medium,incoterm.location:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,INCO3_L,Incoterms Location 2,INCO3_L,INCO_L,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,weak_canonical_candidate,incoterm.location,0.60,,,0.60,medium,incoterm.location:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,FSH_SS,Order Scheduling Strategy,FSH_SCH_STY,FSH_SCH_STY,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,unmapped,sales_order.id,0.60,,,0.60,medium,sales_order.id:0.60,context_enriched_unmapped_auto_candidate
SD,KNVV,FSH_MSOPID,Customer Identification in the Partner System,FSH_MSOPID,CHAR20,Customer Master — Sales Data Sales-area-specific customer data. SD Sales Distribution,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
SD,KONV,KPOSN,Condition item number,KPOSN,NUM6,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,weak_canonical_candidate,material.number,0.60,,,0.60,medium,material.number:0.60,context_enriched_unmapped_auto_candidate
SD,KONV,KSCHL,Condition Type,KSCHA,KSCHL,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
SD,KONV,KRECH,Calculation Type for Condition,KRECH,KRECH,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
SD,KONV,KPEIN,Condition Pricing Unit,KPEIN,KPEIN,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,unmapped,uom.code,0.60,,,0.60,medium,uom.code:0.60,context_enriched_unmapped_auto_candidate
SD,KONV,KMEIN,Condition Unit in the Document,KVMEI,MEINS,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,unmapped,uom.code,0.60,,,0.60,medium,uom.code:0.60,context_enriched_unmapped_auto_candidate
SD,KONV,KNPRS,Scale Type,STFKZ,STFKZ,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
SD,KONV,KRELI,Condition for Invoice List,KRELI,KRELI,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,unmapped,price.list,0.60,,,0.60,medium,price.list:0.60,context_enriched_unmapped_auto_candidate
SD,KONV,MWSK2,Withholding Tax Code,WT_WITHCD,WT_WITHCD,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,weak_canonical_candidate,payroll.tax_amount,0.60,tax.id,0.50,0.10,medium,payroll.tax_amount:0.60 | tax.id:0.50 | tax.rate:0.50,context_enriched_unmapped_auto_candidate
SD,KONV,KWERT,Condition Value,KWERT,WERTV7,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50,context_enriched_unmapped_auto_candidate
SD,KONV,KMXAW,Indicator for Maximum Condition Basis Value,KMXAW,KMXWR,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50,context_enriched_unmapped_auto_candidate
SD,KONV,KMXWR,Indicator for Maximum Condition Amount,KMXWR,KMXWR,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50,context_enriched_unmapped_auto_candidate
SD,KONV,KFAKTOR,Factor for Condition Base Value,KFAKTOR,FLTP,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50,context_enriched_unmapped_auto_candidate
SD,KONV,KZBZG,Scale Base Type,KZBZG,KZBZG,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
SD,KONV,KSTBS,Scale Base Value of the Condition,KSTBS,WERTV8,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50,context_enriched_unmapped_auto_candidate
SD,KONV,KWERT_K,Condition Value,KWERT,WERTV7,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50,context_enriched_unmapped_auto_candidate
SD,KONV,PRSQU,Price Source,PRSQU1,PRSQU,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50,context_enriched_unmapped_auto_candidate
SD,KONV,TXJLV,Tax jurisdiction code level,TXJCD_LEVEL,CHAR1,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,weak_canonical_candidate,tax.jurisdiction_code,0.60,tax.id,0.50,0.10,medium,tax.jurisdiction_code:0.60 | tax.id:0.50 | tax.rate:0.50,context_enriched_unmapped_auto_candidate
SD,KONV,VAL_ZERO,Process Conditions with Value Equal to Zero,VAL_ZERO,VAL_ZERO,Conditions — Transaction Data Pricing conditions for sales/billing docs (S/4 → PRCD_ELEMENTS). SD Sales Distribution,weak_canonical_candidate,invoice.amount,0.60,price.unit,0.50,0.10,medium,invoice.amount:0.60 | price.unit:0.50,context_enriched_unmapped_auto_candidate
PP,STPO,STLTY,BOM category,STLTY,STLTY,BOM Item BOM components and quantities. PP Production Planning,unmapped,product.category,0.60,,,0.60,medium,product.category:0.60,context_enriched_unmapped_auto_candidate
PP,STPO,POSTP,Item category (bill of material),POSTP,POSTP,BOM Item BOM components and quantities. PP Production Planning,weak_canonical_candidate,product.category,0.60,,,0.60,medium,product.category:0.60,context_enriched_unmapped_auto_candidate
PP,STPO,FMENG,Fixed Quantity,FMNGE,XFELD,BOM Item BOM components and quantities. PP Production Planning,unmapped,bom.quantity,0.60,,,0.60,medium,bom.quantity:0.60,context_enriched_unmapped_auto_candidate
PP,STPO,AUSCH,Component Scrap in Percent,KAUSF,DEC3_2,BOM Item BOM components and quantities. PP Production Planning,knowledge_only,bom.component,0.60,,,0.60,medium,bom.component:0.60,context_enriched_unmapped_auto_candidate
PP,STPO,PREIS,Price,CPREI,WERT11,BOM Item BOM components and quantities. PP Production Planning,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
PP,STPO,ROMEN,Variable-Size Item Quantity per Piece (PC),ROMEN,MENG13,BOM Item BOM components and quantities. PP Production Planning,weak_canonical_candidate,bom.quantity,0.60,goods_receipt.quantity,0.50,0.10,medium,bom.quantity:0.60 | goods_receipt.quantity:0.50,context_enriched_unmapped_auto_candidate
PP,STPO,OBJTY,Object type (BOM item),OBJTY,OBJTY,BOM Item BOM components and quantities. PP Production Planning,weak_canonical_candidate,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PP,STPO,KLART,Class Type,KLASSENART,KLASSENART,BOM Item BOM components and quantities. PP Production Planning,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PP,STPO,POTPR,Resulting item category,POTPR,POSTP,BOM Item BOM components and quantities. PP Production Planning,weak_canonical_candidate,product.category,0.60,,,0.60,medium,product.category:0.60,context_enriched_unmapped_auto_candidate
PP,STPO,CLOBK,Required Component,CLOBK,XFELD,BOM Item BOM components and quantities. PP Production Planning,unmapped,bom.component,0.60,,,0.60,medium,bom.component:0.60,context_enriched_unmapped_auto_candidate
PP,STPO,DVDAT,Date of last date shift,DVDAT,DATUM,BOM Item BOM components and quantities. PP Production Planning,unmapped,inventory_lot.manufacture_date,0.60,,,0.60,medium,inventory_lot.manufacture_date:0.60,context_enriched_unmapped_auto_candidate
PP,STPO,DSPST,Explosion type,CS_DISPO,CS_DISPO,BOM Item BOM components and quantities. PP Production Planning,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PP,STPO,KNDVB,Indicator: manual change to sales order BOM,CS_KNDVB,CHAR1,BOM Item BOM components and quantities. PP Production Planning,weak_canonical_candidate,sales_order.id,0.60,production_order.id,0.50,0.10,medium,sales_order.id:0.60 | production_order.id:0.50 | work_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,STPO,KSTNR,Bill of material for original sales order BOM item,CS_KSTNR,STNUM,BOM Item BOM components and quantities. PP Production Planning,weak_canonical_candidate,sales_order.id,0.60,production_order.id,0.50,0.10,medium,sales_order.id:0.60 | production_order.id:0.50 | work_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,STPO,KSTPZ,Counter for original sales order BOM item,CS_KSTPZ,CIM_COUNT,BOM Item BOM components and quantities. PP Production Planning,weak_canonical_candidate,sales_order.id,0.60,production_order.id,0.50,0.10,medium,sales_order.id:0.60 | production_order.id:0.50 | work_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,STPO,AEHLP,Date Shift Hierarchy Indicator,CC_AEHLP,CC_AEHLP,BOM Item BOM components and quantities. PP Production Planning,unmapped,inventory_lot.manufacture_date,0.60,,,0.60,medium,inventory_lot.manufacture_date:0.60,context_enriched_unmapped_auto_candidate
PP,STPO,IDVAR,Component Variant,CS_IDVAR,CS_IDVAR,BOM Item BOM components and quantities. PP Production Planning,unmapped,bom.component,0.60,,,0.60,medium,bom.component:0.60,context_enriched_unmapped_auto_candidate
PP,STPO,ITMID,External identification of an item,CS_ITMID,CHAR8,BOM Item BOM components and quantities. PP Production Planning,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
PP,STPO,SGT_CATV,Segmentation Value,SGT_CATV,SGT_SRCA,BOM Item BOM components and quantities. PP Production Planning,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
PP,STPO,VALID_TO,Valid-to date,DATUB,DATUM,BOM Item BOM components and quantities. PP Production Planning,knowledge_only,inventory_lot.manufacture_date,0.60,,,0.60,medium,inventory_lot.manufacture_date:0.60,context_enriched_unmapped_auto_candidate
PP,STPO,VALID_TO_RKEY,Valid-to date,DATUB,DATUM,BOM Item BOM components and quantities. PP Production Planning,knowledge_only,inventory_lot.manufacture_date,0.60,,,0.60,medium,inventory_lot.manufacture_date:0.60,context_enriched_unmapped_auto_candidate
PP,STPO,SFWIND,Indicator: Software component,CS_SFWIND,XFELD,BOM Item BOM components and quantities. PP Production Planning,unmapped,bom.component,0.60,,,0.60,medium,bom.component:0.60,context_enriched_unmapped_auto_candidate
PP,STPO,/SAPMP/RUND_FAKT,Rounding Value,/SAPMP/RUND_FAKT,/SAPMP/RUND_FAKT,BOM Item BOM components and quantities. PP Production Planning,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
PP,PLKO,AENNR,Change Number,AENNR,AENNR,Routing Header (Task List) Routing/task list header. PP Production Planning,unmapped,bank_account.routing_number,0.60,,,0.60,medium,bank_account.routing_number:0.60,context_enriched_unmapped_auto_candidate
PP,PLKO,LOSVN,Minimum Lot Size,LOSGRVON,MENG13,Routing Header (Task List) Routing/task list header. PP Production Planning,unmapped,batch.id,0.60,,,0.60,medium,batch.id:0.60,context_enriched_unmapped_auto_candidate
PP,PLKO,LOSBS,Maximum Lot Size,LOSGRBIS,MENG13,Routing Header (Task List) Routing/task list header. PP Production Planning,unmapped,batch.id,0.60,,,0.60,medium,batch.id:0.60,context_enriched_unmapped_auto_candidate
PP,PLKO,ABDAT,Date of the Last Call,ABRUFDAT,DATUM,Routing Header (Task List) Routing/task list header. PP Production Planning,unmapped,inventory_lot.manufacture_date,0.60,,,0.60,medium,inventory_lot.manufacture_date:0.60,context_enriched_unmapped_auto_candidate
PP,PLKO,ABANZ,Number of Calls,ABRUFANZ,ABRUFANZ,Routing Header (Task List) Routing/task list header. PP Production Planning,unmapped,bank_account.routing_number,0.60,,,0.60,medium,bank_account.routing_number:0.60,context_enriched_unmapped_auto_candidate
PP,PLKO,DELKZ,Indicator: Delete completely in reorganization run,CP_DELKZ,FLAG,Routing Header (Task List) Routing/task list header. PP Production Planning,weak_canonical_candidate,material.deletion_mark,0.60,,,0.60,medium,material.deletion_mark:0.60,context_enriched_unmapped_auto_candidate
PP,PLKO,REODAT,Archive date,REODAT,DATS,Routing Header (Task List) Routing/task list header. PP Production Planning,unmapped,inventory_lot.manufacture_date,0.60,,,0.60,medium,inventory_lot.manufacture_date:0.60,context_enriched_unmapped_auto_candidate
PP,PLKO,PLNNR_ALT,Old Number,CP_PLNNR_A,CP_PLNNR_A,Routing Header (Task List) Routing/task list header. PP Production Planning,unmapped,bank_account.routing_number,0.60,,,0.60,medium,bank_account.routing_number:0.60,context_enriched_unmapped_auto_candidate
PP,PLKO,UMREZ,Numerator for Converting Routing and Operation UoM,CP_UMREZ,UMBSZ,Routing Header (Task List) Routing/task list header. PP Production Planning,weak_canonical_candidate,production_operation.number,0.60,,,0.60,medium,production_operation.number:0.60,context_enriched_unmapped_auto_candidate
PP,PLKO,UMREN,Denominator for Converting Routing and Operation UoM,CP_UMREN,UMBSN,Routing Header (Task List) Routing/task list header. PP Production Planning,weak_canonical_candidate,production_operation.number,0.60,,,0.60,medium,production_operation.number:0.60,context_enriched_unmapped_auto_candidate
PP,PLKO,VALID_TO,Valid-to date,DATUB,DATUM,Routing Header (Task List) Routing/task list header. PP Production Planning,knowledge_only,inventory_lot.manufacture_date,0.60,,,0.60,medium,inventory_lot.manufacture_date:0.60,context_enriched_unmapped_auto_candidate
PP,AFPO,ETRMP,Opening Date of the Planned Order,CO_ETRMP,DATUM,"Production Order Item Order item (material, plant). PP Production Planning",weak_canonical_candidate,inventory_lot.manufacture_date,0.60,plant.id,0.50,0.10,medium,inventory_lot.manufacture_date:0.60 | plant.id:0.50 | production_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,AFPO,KDPOS,Sales Order Item,CO_KDPOS,POSNR,"Production Order Item Order item (material, plant). PP Production Planning",weak_canonical_candidate,sales_order.id,0.60,plant.id,0.50,0.10,medium,sales_order.id:0.60 | plant.id:0.50 | production_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,AFPO,KDEIN,Delivery schedule for sales order,KDEIN,NUM04,"Production Order Item Order item (material, plant). PP Production Planning",weak_canonical_candidate,sales_order.id,0.60,plant.id,0.50,0.10,medium,sales_order.id:0.60 | plant.id:0.50 | production_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,AFPO,BWTTY,Valuation Category,BWTTY_D,BWTTY,"Production Order Item Order item (material, plant). PP Production Planning",unmapped,product.category,0.60,plant.id,0.50,0.10,medium,product.category:0.60 | plant.id:0.50 | production_order.id:0.50,context_enriched_unmapped_auto_candidate
PP,AFPO,DAUTY,Order category,AUFTYP,AUFTYP,"Production Order Item Order item (material, plant). PP Production Planning",unmapped,product.category,0.60,plant.id,0.50,0.10,medium,product.category:0.60 | plant.id:0.50 | production_order.id:0.50,context_enriched_unmapped_auto_candidate
