sap_module,sap_table,sap_field,sap_description,classification_bucket,canonical_concept_id,context_added,status
S/4HANA,ACDOCP,WWREG_PA,Region,direct_alias_match,supplier.address,false,already_present
S/4HANA,ACDOCP,WWRGN_PA,REGIO,direct_alias_match,supplier.region_code,false,already_present
S/4HANA,ACDOCP,VORNR,Operation/Activity Number,direct_alias_match,production_operation.number,false,already_present
S/4HANA,ACDOCP,EQUNR,Equipment Number,direct_alias_match,equipment.id,false,already_present
S/4HANA,ACDOCP,MATKL_MM,Material Group,direct_alias_match,material.raw_material_group_id,false,already_present
S/4HANA,ACDOCP,ANLN1,Main Asset Number,direct_alias_match,asset.id,false,already_present
S/4HANA,ACDOCP,ANLKL,Asset Class,direct_alias_match,asset.class_code,false,already_present
S/4HANA,ACDOCP,RECNNR,Contract Number,direct_alias_match,contract.id,false,already_present
S/4HANA,ACDOCP,PMATNR,Product Number,direct_alias_match,product.id,false,already_present
S/4HANA,ACDOCP,INFNR,Number of purchasing info record,direct_alias_match,purchasing_info_record.id,true,added
S/4HANA,ACDOCP,LIFNR,Account Number of Supplier,direct_alias_match,supplier.id,false,already_present
S/4HANA,ACDOCP,EKORG,Purchasing Organization,direct_alias_match,purchasing_organization.id,false,already_present
S/4HANA,ACDOCP,ESOKZ,Purchasing info record category,direct_alias_match,info_record_category.code,true,added
S/4HANA,ACDOCP,TYPPS,Item Category,direct_alias_match,product.category,false,already_present
S/4HANA,ACDOCP,SCRAP_QTY,Scrap Quantity,direct_alias_match,scrap.quantity,false,already_present
S/4HANA,ACDOCA,RLDNR,Ledger in General Ledger Accounting,direct_alias_match,ledger.id,false,already_present
S/4HANA,ACDOCA,RBUKRS,Company Code,direct_alias_match,company_code.id,false,already_present
S/4HANA,ACDOCA,GJAHR,Fiscal Year,direct_alias_match,fiscal_year.id,false,already_present
S/4HANA,ACDOCA,BELNR,Document Number of an Accounting Document,direct_alias_match,accounting.document_number,false,already_present
S/4HANA,ACDOCA,AWREF,Reference document number,direct_alias_match,journal_entry.reference,false,already_present
S/4HANA,ACDOCA,RUNIT,Base Unit of Measure,direct_alias_match,base_uom.code,false,already_present
S/4HANA,ACDOCA,RACCT,Account Number,direct_alias_match,account.id,false,already_present
S/4HANA,ACDOCA,RCNTR,Cost Center,direct_alias_match,cost_center.id,false,already_present
S/4HANA,ACDOCA,PRCTR,Profit Center,direct_alias_match,profit_center.id,false,already_present
S/4HANA,ACDOCA,LBKUM,Inventory Quantity,direct_alias_match,stock.quantity,false,already_present
S/4HANA,ACDOCA,DRCRK,Debit/Credit Indicator,direct_alias_match,journal_entry.debit_credit_indicator,false,already_present
S/4HANA,ACDOCA,POPER,Posting Period,direct_alias_match,fiscal_period.id,false,already_present
S/4HANA,ACDOCA,BUDAT,Posting Date in the Document,direct_alias_match,accounting.posting_date,false,already_present
S/4HANA,ACDOCA,BLART,Document Type,direct_alias_match,document.type,false,already_present
S/4HANA,ACDOCA,BUZEI,Number of Line Item Within Accounting Document,direct_alias_match,journal_entry.line_item_number,false,already_present
S/4HANA,ACDOCA,LINETYPE,Item Category,direct_alias_match,product.category,false,already_present
S/4HANA,ACDOCA,USNAM,User Name,direct_alias_match,audit.created_by,false,already_present
S/4HANA,ACDOCA,KTOPL,Chart of Accounts,direct_alias_match,chart_of_accounts.id,false,already_present
S/4HANA,ACDOCA,RCOMP,Company,description_alias_match,company.id,true,added
S/4HANA,ACDOCA,EBELN,Purchasing Document Number,direct_alias_match,purchase_order.id,false,already_present
S/4HANA,ACDOCA,EBELP,Item Number of Purchasing Document,direct_alias_match,purchase_order.line_item_number,false,already_present
S/4HANA,ACDOCA,KDAUF,Sales Order Number,direct_alias_match,sales_order.id,false,already_present
S/4HANA,ACDOCA,MATNR,Material Number,direct_alias_match,material.erp_material_number,false,already_present
S/4HANA,ACDOCA,WERKS,Plant,direct_alias_match,plant.id,false,already_present
S/4HANA,ACDOCA,LIFNR,Account Number of Supplier,direct_alias_match,supplier.id,false,already_present
S/4HANA,ACDOCA,KUNNR,Customer Number,direct_alias_match,customer.id,false,already_present
S/4HANA,ACDOCA,KOART,Account type,direct_alias_match,account.type,false,already_present
S/4HANA,ACDOCA,MWSKZ,Tax on sales/purchases code,direct_alias_match,tax.rate,false,already_present
S/4HANA,ACDOCA,AUGDT,Clearing Date,direct_alias_match,payment.date,false,already_present
S/4HANA,ACDOCA,ANLN1,Main Asset Number,direct_alias_match,asset.id,false,already_present
S/4HANA,ACDOCA,ANLKL,Asset Class,direct_alias_match,asset.class_code,false,already_present
S/4HANA,ACDOCA,MAT_PSPNR,WBS Element (internal) of Valuated Special Inventory,direct_alias_match,project.wbs_element_id,false,already_present
S/4HANA,ACDOCA,MAT_PS_POSID,WBS Element (external) of Valuated Special Inventory,direct_alias_match,project.wbs_element_id,false,already_present
S/4HANA,ACDOCA,PERNR,Personnel Number,direct_alias_match,contact.id,false,already_present
S/4HANA,ACDOCA,AUFNR,Order Number,direct_alias_match,production_order.id,false,already_present
S/4HANA,ACDOCA,PS_PSP_PNR,Work Breakdown Structure Element (WBS Element),direct_alias_match,project.wbs_element_id,false,already_present
S/4HANA,ACDOCA,PS_POSID,Work Breakdown Structure Element (WBS Element),direct_alias_match,project.wbs_element_id,false,already_present
S/4HANA,ACDOCA,RSRCE,Resource,direct_alias_match,resource.id,false,already_present
S/4HANA,ACDOCA,CO_BELNR,Document Number,description_alias_match,account.owner_employee_id,true,added
S/4HANA,ACDOCA,VORNR,Operation/Activity Number,direct_alias_match,production_operation.number,false,already_present
S/4HANA,ACDOCA,EQUNR,Equipment Number,direct_alias_match,equipment.id,false,already_present
S/4HANA,ACDOCA,MATKL_MM,Material Group,direct_alias_match,material.raw_material_group_id,false,already_present
S/4HANA,ACDOCA,VKORG,Sales Organization,direct_alias_match,sales_organization.id,false,already_present
S/4HANA,ACDOCA,VTWEG,Distribution Channel,direct_alias_match,distribution_channel.id,false,already_present
S/4HANA,ACDOCA,SPART,Division,direct_alias_match,division.id,false,already_present
S/4HANA,ACDOCA,MATKL,Product Sold Group,direct_alias_match,material.raw_material_group_id,false,already_present
S/4HANA,ACDOCA,KDGRP,Customer Group,direct_alias_match,customer_group.id,false,already_present
S/4HANA,ACDOCA,LAND1,Country/Region Key,direct_alias_match,address.country_code,false,already_present
S/4HANA,ACDOCA,BRSCH,Industry key,direct_alias_match,account.industry,false,already_present
S/4HANA,ACDOCA,KMMAKL_PA,Material Group,direct_alias_match,material.raw_material_group_id,false,already_present
S/4HANA,ACDOCA,KMKDGR_PA,Customer Group,direct_alias_match,customer_group.id,false,already_present
S/4HANA,ACDOCA,PRODH_PA,Product Hierarchy,direct_alias_match,product.category,false,already_present
S/4HANA,ACDOCA,WWREG_PA,Region,direct_alias_match,supplier.address,false,already_present
S/4HANA,ACDOCA,WWRGN_PA,REGIO,direct_alias_match,supplier.region_code,false,already_present
S/4HANA,ACDOCA,RECNNR,Contract Number,direct_alias_match,contract.id,false,already_present
S/4HANA,ACDOCA,NETDT,Net Due Date,direct_alias_match,invoice.due_date,false,already_present
FI,LFA1,LIFNR,Account Number of Supplier,direct_alias_match,supplier.id,false,already_present
FI,LFA1,LAND1,Country/Region Key,direct_alias_match,address.country_code,false,already_present
FI,LFA1,NAME1,Name 1,direct_alias_match,contact.name,false,already_present
FI,LFA1,ORT01,City,direct_alias_match,supplier.address,false,already_present
FI,LFA1,PSTLZ,Postal Code,direct_alias_match,supplier.address,true,added
FI,LFA1,REGIO,"Region (State, Province, County)",direct_alias_match,supplier.region_code,false,already_present
FI,LFA1,STRAS,Street and House Number,direct_alias_match,address.line1,false,already_present
FI,LFA1,ADRNR,Address,direct_alias_match,address.id,false,already_present
FI,LFA1,ANRED,Title,description_alias_match,case.subject,false,already_present
FI,LFA1,BRSCH,Industry key,direct_alias_match,account.industry,false,already_present
FI,LFA1,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
FI,LFA1,ERNAM,Name of Person who Created the Object,direct_alias_match,audit.created_by,false,already_present
FI,LFA1,KTOKK,Vendor account group,direct_alias_match,vendor_group.id,false,already_present
FI,LFA1,KUNNR,Customer Number,direct_alias_match,customer.id,false,already_present
FI,LFA1,SPERR,Central posting block,direct_alias_match,supplier.posting_block_flag,false,already_present
FI,LFA1,SPRAS,Language Key,direct_alias_match,customer.language_code,false,already_present
FI,LFA1,STCD1,Tax Number 1,direct_alias_match,tax.id,false,already_present
FI,LFA1,TELF1,First telephone number,direct_alias_match,contact.phone,false,already_present
FI,LFA1,VBUND,Company ID of Trading Partner,direct_alias_match,company.id,false,already_present
FI,LFA1,STCEG,VAT Registration Number,direct_alias_match,supplier.tax_registration_id,false,already_present
FI,LFA1,GBDAT,Date of Birth of the Person Subject to Withholding Tax,direct_alias_match,employee.birth_date,false,already_present
FI,LFA1,KRAUS,Credit Information Number,direct_alias_match,supplier.duns_number,false,already_present
FI,LFA1,WERKS,Plant (Own or External),direct_alias_match,plant.id,false,already_present
FI,LFA1,UF,State,direct_alias_match,supplier.region_code,false,already_present
FI,LFA1,J_SC_CURRENCY,Currency,direct_alias_match,bank_account.currency_code,false,already_present
FI,LFA1,PSOVN,First Name,description_alias_match,employee.name,true,added
FI,LFA1,PSOTL,Title,direct_alias_match,case.subject,false,already_present
FI,LFA1,ADDR2_STREET,Street,direct_alias_match,supplier.address,false,already_present
FI,LFA1,ADDR2_CITY,City,direct_alias_match,supplier.address,false,already_present
FI,LFA1,AEDAT,(Obsolete) Last Changed On – do not use,direct_alias_match,document.changed_date,false,already_present
FI,LFA1,USNAM,(Obsolete) Changed by the user – do not use,direct_alias_match,audit.created_by,false,already_present
FI,LFA1,SC_CURRENCY,Currency,direct_alias_match,bank_account.currency_code,false,already_present
FI,LFB1,LIFNR,Account Number of Supplier,direct_alias_match,supplier.id,false,already_present
FI,LFB1,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
FI,LFB1,PERNR,Personnel Number,direct_alias_match,contact.id,false,already_present
FI,LFB1,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
FI,LFB1,ERNAM,Name of Person who Created the Object,direct_alias_match,audit.created_by,false,already_present
FI,LFB1,SPERR,Posting block for company code,direct_alias_match,supplier.posting_block_flag,false,already_present
FI,LFB1,ZTERM,Terms of Payment Key,direct_alias_match,payment_term.id,false,already_present
FI,LFB1,BRSCH,Industry key,direct_alias_match,account.industry,false,already_present
FI,LFB1,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
FI,LFB1,ACTIVE,"Boolean Variable ('X'=Shareholder is active, ''=not active)",direct_alias_match,account.status,true,added
,LFBK,LIFNR,Account Number of Supplier,direct_alias_match,supplier.id,false,already_present
,LFBK,BANKL,Bank Keys,direct_alias_match,bank_account.routing_number,false,already_present
,LFBK,BANKN,Bank account number,direct_alias_match,bank_account.account_number,false,already_present
,EINA,INFNR,Number of purchasing info record,direct_alias_match,purchasing_info_record.id,true,added
,EINA,MATNR,Material Number,direct_alias_match,material.erp_material_number,false,already_present
,EINA,MATKL,Material Group,direct_alias_match,material.raw_material_group_id,false,already_present
,EINA,LIFNR,Vendor's account number,direct_alias_match,supplier.id,false,already_present
,EINA,LOEKZ,Purchasing info: General data flagged for deletion,direct_alias_match,material.deletion_mark,false,already_present
,EINA,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
,EINA,ERNAM,Name of Person Responsible for Creating the Object,direct_alias_match,audit.created_by,false,already_present
,EINA,MEINS,Purchase Order Unit of Measure,direct_alias_match,material.base_uom_code,false,already_present
,EINA,TELF1,Supplier's Telephone Number,direct_alias_match,contact.phone,false,already_present
,EINA,URZNR,Certificate Number,direct_alias_match,certificate.id,false,already_present
,EINA,LMEIN,Base Unit of Measure,direct_alias_match,base_uom.code,false,already_present
,EINA,REGIO,"Region (State, Province, County)",direct_alias_match,supplier.region_code,false,already_present
,EINA,MFRNR,Manufacturer,direct_alias_match,manufacturer.id,false,already_present
,EINE,INFNR,Number of purchasing info record,direct_alias_match,purchasing_info_record.id,false,already_present
,EINE,EKORG,Purchasing Organization,direct_alias_match,purchasing_organization.id,false,already_present
,EINE,ESOKZ,Purchasing info record category,direct_alias_match,info_record_category.code,false,already_present
,EINE,WERKS,Plant,direct_alias_match,plant.id,false,already_present
,EINE,LOEKZ,Purch. info: Purch. organization data flagged for deletion,direct_alias_match,material.deletion_mark,false,already_present
,EINE,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
,EINE,ERNAM,Name of Person Responsible for Creating the Object,direct_alias_match,audit.created_by,false,already_present
,EINE,EKGRP,Purchasing Group,direct_alias_match,purchasing_group.id,false,already_present
,EINE,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
,EINE,MINBM,Minimum Purchase Order Quantity,direct_alias_match,minimum_order_quantity,false,already_present
,EINE,APLFZ,Planned Delivery Time in Days,direct_alias_match,supplier_lead_time.days,false,already_present
,EINE,ANGNR,Quotation Number,direct_alias_match,quote.id,false,already_present
,EINE,ANFNR,RFQ Number,direct_alias_match,rfq.id,false,already_present
,EINE,EBELN,Purchasing Document Number,direct_alias_match,purchase_order.id,false,already_present
,EINE,EBELP,Item Number of Purchasing Document,direct_alias_match,purchase_order.line_item_number,false,already_present
,EINE,NETPR,Net Price in Purchasing Info Record,direct_alias_match,net_price_amount,false,already_present
,EINE,PEINH,Price unit,direct_alias_match,price.unit,false,already_present
,EINE,BPRME,Order Price Unit (Purchasing),direct_alias_match,order_unit.code,false,already_present
,EINE,MWSKZ,Tax on sales/purchases code,direct_alias_match,tax.rate,false,already_present
,EINE,INCO1,Incoterms (Part 1),direct_alias_match,incoterm.code,false,already_present
,EINE,INCO2,Incoterms (Part 2),direct_alias_match,incoterm.location,false,already_present
,T001,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
,T001,ORT01,City,direct_alias_match,supplier.address,false,already_present
,T001,LAND1,Country/Region Key,direct_alias_match,address.country_code,false,already_present
,T001,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
,T001,SPRAS,Language Key,direct_alias_match,customer.language_code,false,already_present
,T001,KTOPL,Chart of Accounts,direct_alias_match,chart_of_accounts.id,false,already_present
,T001,RCOMP,Company,description_alias_match,company.id,true,added
,T001,ADRNR,Address,direct_alias_match,address.id,false,already_present
,T001,STCEG,VAT Registration Number,direct_alias_match,supplier.tax_registration_id,false,already_present
FI,BKPF,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
FI,BKPF,BELNR,Document Number of an Accounting Document,direct_alias_match,accounting.document_number,false,already_present
FI,BKPF,GJAHR,Fiscal Year,direct_alias_match,fiscal_year.id,false,already_present
FI,BKPF,BLART,Document Type,direct_alias_match,document.type,false,already_present
FI,BKPF,BUDAT,Posting Date in the Document,direct_alias_match,accounting.posting_date,false,already_present
FI,BKPF,MONAT,Fiscal period,direct_alias_match,fiscal_period.id,false,already_present
FI,BKPF,AEDAT,Date of the Last Document Change by Transaction,direct_alias_match,document.changed_date,false,already_present
FI,BKPF,USNAM,User Name,direct_alias_match,audit.created_by,false,already_present
FI,BKPF,XBLNR,Reference Document Number,direct_alias_match,journal_entry.reference,false,already_present
FI,BKPF,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
FI,BKPF,KURSF,Exchange rate,direct_alias_match,exchange_rate.rate,false,already_present
FI,BKPF,RLDNR,Ledger in General Ledger Accounting,direct_alias_match,ledger.id,false,already_present
FI,BKPF,PSOAK,Reason,description_alias_match,invoice.amount,true,added
FI,BKPF,PSOKS,Region,direct_alias_match,supplier.address,false,already_present
FI,BKPF,SNAME,User Name,description_alias_match,account.name,true,added
FI,BKPF,CNT,Contract number,direct_alias_match,contract.id,false,already_present
,BKDF,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
,BKDF,BELNR,Document Number of an Accounting Document,direct_alias_match,accounting.document_number,false,already_present
,BKDF,GJAHR,Fiscal Year,direct_alias_match,fiscal_year.id,false,already_present
,BKDF,LAST_OCCUR_DATE,Recurrence End Date,description_alias_match,absence.end_date,true,added
,BKDF,BLOCKED_FOR_POSTING,Blocked For Posting,direct_alias_match,supplier.posting_block_flag,false,already_present
,BNKA,BANKL,Bank Keys,direct_alias_match,bank_account.routing_number,false,already_present
,BNKA,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
,BNKA,ERNAM,Name of person who created the object,direct_alias_match,audit.created_by,false,already_present
,BNKA,BANKA,Name of Financial Institution,direct_alias_match,supplier_bank_account.bank_name,false,already_present
,BNKA,STRAS,Street and House Number,direct_alias_match,address.line1,false,already_present
,BNKA,ORT01,City,direct_alias_match,supplier.address,false,already_present
,BNKA,SWIFT,SWIFT/BIC for International Payments,direct_alias_match,supplier_bank_account.swift_bic,false,already_present
,BNKA,ADRNR,Address Number,direct_alias_match,address.id,false,already_present
,KONH,ERNAM,Name of Person Responsible for Creating the Object,direct_alias_match,audit.created_by,false,already_present
,KONH,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
,KONH,DATAB,Valid-From Date,direct_alias_match,validity.start_date,false,already_present
,KONP,KBETR,Condition amount or percentage where no scale exists,direct_alias_match,price.unit,false,already_present
,KONP,MEINS,Base Unit of Measure,direct_alias_match,material.base_uom_code,false,already_present
,KONP,KUNNR,Customer Number,direct_alias_match,customer.id,false,already_present
,KONP,LIFNR,Account Number of Supplier,direct_alias_match,supplier.id,false,already_present
,KONP,ZTERM,Terms of Payment Key,direct_alias_match,payment_term.id,false,already_present
,KONP,VERTN,Contract Number,direct_alias_match,contract.id,false,already_present
,KONP,KFRST,Release Status,direct_alias_match,approval.status,false,already_present
SD,KONV,KBETR,Condition Amount or Percentage,direct_alias_match,price.unit,false,already_present
SD,KONV,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
SD,KONV,LIFNR,Account Number of Supplier,direct_alias_match,supplier.id,false,already_present
SD,KONV,KUNNR,Customer number (rebate recipient),direct_alias_match,customer.id,false,already_present
,KONA,VKORG,Sales Organization,direct_alias_match,sales_organization.id,false,already_present
,KONA,VTWEG,Distribution Channel,direct_alias_match,distribution_channel.id,false,already_present
,KONA,SPART,Division,direct_alias_match,division.id,false,already_present
,KONA,ERNAM,Name of Person Responsible for Creating the Object,direct_alias_match,audit.created_by,false,already_present
,KONA,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
,KONA,AENAM,Name of Person Who Changed Object,direct_alias_match,audit.changed_by,false,already_present
,KONA,AEDAT,Last Changed On,direct_alias_match,document.changed_date,false,already_present
,KONA,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
,KONA,EKORG,Purchasing Organization,direct_alias_match,purchasing_organization.id,false,already_present
,KONA,DATAB,Agreement valid-from date,direct_alias_match,validity.start_date,false,already_present
,KONA,ZLSCH,Payment Method,direct_alias_match,payment.method_code,false,already_present
,KONA,ZTERM,Terms of Payment Key,direct_alias_match,payment_term.id,false,already_present
,KONA,EKGRP,Purchasing Group,direct_alias_match,purchasing_group.id,false,already_present
,KONA,BUKRS,Company code for subsequent settlement,direct_alias_match,company_code.id,true,added
,KONA,KFRST,Release Status,direct_alias_match,approval.status,false,already_present
,KONA,BON_ENH_CNO,Contract Number,direct_alias_match,contract.id,false,already_present
,VTTK,TKNUM,Shipment Number,direct_alias_match,shipment.id,false,already_present
,VTTK,ERNAM,Name of Person Responsible for Creating the Object,direct_alias_match,audit.created_by,false,already_present
,VTTK,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
,VTTK,AENAM,Name of Person Who Changed Object,direct_alias_match,audit.changed_by,false,already_present
,VTTK,AEDAT,Last Changed On,direct_alias_match,document.changed_date,false,already_present
,VTTK,ROUTE,Shipment route,direct_alias_match,route.id,false,already_present
,VTTK,SIGNI,Container ID,direct_alias_match,container.id,false,already_present
,VTTK,HANDLE,"Globally unique identifier (linked to time segment, etc)",direct_alias_match,system.guid,false,already_present
,VTTK,TNDRST,Tender Status,direct_alias_match,sourcing_event.status,false,already_present
,VTTP,TKNUM,Shipment Number,direct_alias_match,shipment.id,false,already_present
,VTTP,VBELN,Delivery,direct_alias_match,invoice.number,false,already_present
,VTTP,ERNAM,Name of Person Responsible for Creating the Object,direct_alias_match,audit.created_by,false,already_present
,VTTP,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
,VEKP,VENUM,Internal Handling Unit Number,direct_alias_match,handling_unit.id,false,already_present
,VEKP,VSTEL,Shipping Point / Receiving Point,direct_alias_match,shipping_point.id,false,already_present
,VEKP,LSTEL,Loading Point,direct_alias_match,shipping_point.id,false,already_present
,VEKP,BRGEW,Total Weight of Handling Unit,direct_alias_match,material.gross_weight,false,already_present
,VEKP,NTGEW,Loading Weight of Handling Unit,direct_alias_match,material.net_weight,false,already_present
,VEKP,GEWEI,Unit of Weight,direct_alias_match,material.weight_unit_code,false,already_present
,VEKP,VOLEH,Volume Unit,direct_alias_match,volume.unit_code,false,already_present
,VEKP,ERNAM,Name of Person Responsible for Creating the Object,direct_alias_match,audit.created_by,false,already_present
,VEKP,ERDAT,Record Created On,direct_alias_match,document.created_date,false,already_present
,VEKP,AENAM,Name of Person Who Changed Object,direct_alias_match,audit.changed_by,false,already_present
,VEKP,AEDAT,Last Changed On,direct_alias_match,document.changed_date,false,already_present
,VEKP,LAENG,Length,description_alias_match,opportunity.probability,false,already_present
,VEKP,MEINS,Base Unit of Measure,direct_alias_match,material.base_uom_code,false,already_present
,VEKP,VOLEH_MAX,Volume Unit,direct_alias_match,volume.unit_code,false,already_present
,VEKP,WERKS,Plant,direct_alias_match,plant.id,false,already_present
,VEKP,VKORG,Sales Organization,direct_alias_match,sales_organization.id,false,already_present
,VEKP,VTWEG,Reference distrib.channel for cust.and material masters,direct_alias_match,distribution_channel.id,false,already_present
,VEKP,LGORT,Storage Location,direct_alias_match,storage_location.id,false,already_present
,VEKP,HANDLE,Worldwide unique key for VEKP-VENUM,direct_alias_match,system.guid,false,already_present
,VEKP,LGNUM,Warehouse Number/Warehouse Complex,direct_alias_match,warehouse.id,false,already_present
,VEKP,UUID,UUID datatype raw 16,direct_alias_match,system.guid,false,already_present
,VEKP,CHARG,Batch Number,direct_alias_match,batch.id,false,already_present
,VEKP,YLOCT,Location,description_alias_match,address.country,true,added
,VEKP,RSNCD,Reason Code,direct_alias_match,reason.code,false,already_present
,VEKP,SIGNI,Container ID,direct_alias_match,container.id,false,already_present
HR,PA0000,PERNR,Personnel Number,direct_alias_match,contact.id,false,already_present
HR,PA0000,ENDDA,End Date,direct_alias_match,employee.termination_date,false,already_present
HR,PA0000,BEGDA,Start Date,direct_alias_match,validity.start_date,true,added
HR,PA0000,STAT2,Employment Status,direct_alias_match,employee.employment_status,false,already_present
HR,PA0001,PERNR,Personnel Number,direct_alias_match,contact.id,false,already_present
HR,PA0001,ENDDA,End Date,direct_alias_match,employee.termination_date,false,already_present
HR,PA0001,BEGDA,Start Date,direct_alias_match,validity.start_date,true,added
HR,PA0001,BUKRS,Company Code,direct_alias_match,company_code.id,true,added
HR,PA0001,WERKS,Personnel Area,direct_alias_match,plant.id,false,already_present
HR,PA0001,KOSTL,Cost Center,direct_alias_match,cost_center.id,false,already_present
HR,PA0001,ORGEH,Organizational Unit,direct_alias_match,org_unit.id,false,already_present
HR,PA0001,PLANS,Position,direct_alias_match,employee.position,false,already_present
HR,PA0002,PERNR,Personnel Number,direct_alias_match,contact.id,false,already_present
HR,PA0002,ENDDA,End Date,direct_alias_match,employee.termination_date,false,already_present
HR,PA0002,BEGDA,Start Date,direct_alias_match,validity.start_date,true,added
HR,PA0002,NACHN,Last Name,description_alias_match,employee.name,true,added
HR,PA0002,VORNA,First Name,description_alias_match,employee.name,true,added
HR,PA0002,TITEL,Title,direct_alias_match,case.subject,false,already_present
HR,PA0002,MIDNM,Middle Name,description_alias_match,address.country,true,added
HR,PA0002,GESCH,Gender,direct_alias_match,employee.gender,false,already_present
HR,PA0002,GBDAT,Date of Birth,direct_alias_match,employee.birth_date,false,already_present
HR,PA0002,GBDEP,State,direct_alias_match,supplier.region_code,false,already_present
HR,PA0002,NATIO,Nationality,direct_alias_match,employee.nationality,false,already_present
HR,PA0002,FAMST,Marital Status Key,direct_alias_match,employee.marital_status,false,already_present
HR,PA0006,PERNR,Personnel Number,direct_alias_match,contact.id,false,already_present
HR,PA0006,ENDDA,End Date,direct_alias_match,employee.termination_date,false,already_present
HR,PA0006,BEGDA,Start Date,direct_alias_match,validity.start_date,true,added
HR,PA0006,NAME2,Contact Name,description_alias_match,contact.name,false,already_present
HR,PA0006,STRAS,Street and House Number,direct_alias_match,address.line1,false,already_present
HR,PA0006,ORT01,City,direct_alias_match,supplier.address,false,already_present
HR,PA0006,PSTLZ,Postal Code,direct_alias_match,supplier.address,true,added
HR,PA0006,LAND1,Country/Region Key,direct_alias_match,address.country_code,false,already_present
HR,PA0006,STATE,"Region (State, Province, County)",direct_alias_match,supplier.region_code,false,already_present
HR,PA0008,PERNR,Personnel Number,direct_alias_match,contact.id,false,already_present
HR,PA0008,ENDDA,End Date,direct_alias_match,employee.termination_date,false,already_present
HR,PA0008,BEGDA,Start Date,direct_alias_match,validity.start_date,true,added
HR,PA0008,WAERS,Currency Key,direct_alias_match,accounting.document_currency_code,false,already_present
HR,PA0008,ANSAL,Annual salary,direct_alias_match,compensation.base_salary,false,already_present
HR,PA0008,LGA01,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA02,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA03,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA04,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA05,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA06,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA07,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA08,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA09,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA10,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA11,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA12,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA13,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA14,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA15,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA16,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA17,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA18,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA19,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA20,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA21,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA22,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA23,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA24,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA25,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA26,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA27,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA28,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA29,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA30,Wage Type,direct_alias_match,payroll.component,false,already_present
HR,PA0008,LGA31,Wage Type,direct_alias_match,payroll.component,false,already_present
