concept_id,entity,attribute,display_name,description,data_type,aliases,is_pii,is_gdpr_special_category,pii_categories,data_subject_types
scrap.quantity,scrap,quantity,Scrap Quantity,Quantity of rejected or wasted material,decimal,"ausschuss, rejects quantity, rsmng, scrap qty, scrap quantity, scrapqty, skart kolicina, waste quantity"
segment.id,segment,id,Segment ID,"Identifier for a reporting, accounting, customer, or product segment.",string,"market segment, reporting segment, segment code, segment id"
service.id,service,id,Service ID,Identifier for a service item or service offering.,string,"service code, service id, service item id"
service.name,service,name,Service Name,Display name of a service offering.,string,"ItemServiceRef_FullName;service description, service item name, service name"
shipment.actual_ship_date,shipment,actual_ship_date,Actual Ship Date,Actual date on which a shipment departed or was shipped.,date,"actual ship date, shipment departure date, shipped date"
shipment.carrier,shipment,carrier,Carrier Name,Name of the logistics provider,string,"car, carrier c, carrier id, carrier name, forwarder, logistics provider, prevoznik, shipping company, spedi, vsart"
shipment.freight_cost,shipment,freight_cost,Shipment Freight Cost,Freight or transportation cost associated with a shipment.,decimal,"cena prevoza, fracht k, freight cost, freightcost, shipment cost, shipping cost, transportation cost"
shipment.id,shipment,id,Shipment ID,Identifier for a shipment or transportation movement.,string,"broj isporuke, id isporuke, shipment id, shipment number, shipmentid, shipmentnumber, shipping document id, vbeln, vbeln lie"
shipment.planned_ship_date,shipment,planned_ship_date,Planned Ship Date,Planned date on which a shipment is expected to depart or ship.,date,"ShipDate;planned ship date, scheduled ship date, shipment planned date"
shipment.status,shipment,status,Shipment Status,Lifecycle status of a shipment.,string,"shipment status, shipping status, transportation status"
shipment.tracking_id,shipment,tracking_id,Tracking ID,Carrier tracking number for a shipment,string,"airway bill, awb, broj za pracenje, tracking id, tracking number, trackingnumber, trkid, waybill"
shipment.volume,shipment,volume,Shipment Volume,Total shipment volume used for freight planning or execution.,decimal,"capacity, cubic volume, freight volume, shipment volume, vol, volum, volume c, zapremina"
shipment.weight,shipment,weight,Shipment Weight,Total shipment weight used for freight planning or execution.,decimal,"freight weight, gross shipment weight, shipment weight"
shipping_point.id,shipping_point,id,Shipping Point,Organizational unit from which goods are shipped,string,"loading point, lstel, shipping point, shipping point id, vstel"
source_of_supply.id,source_of_supply,id,Source of Supply ID,"Identifier for the selected or eligible source of supply for a material, service, or demand.",string,"quota source, source of supply id, supply source id, vendor source id"
source_of_supply.type,source_of_supply,type,Source of Supply Type,"Type of supply source such as supplier, plant, contract, scheduling agreement, or internal production.",string,"procurement source type, source of supply type, supply source type"
sourcing_event.id,sourcing_event,id,Sourcing Event ID,"Identifier for a sourcing event such as RFP, auction, or tender.",string,"auction id, rfp id, sourcing event id, tender id"
sourcing_event.status,sourcing_event,status,Sourcing Event Status,Lifecycle status of a sourcing event.,string,"rfp status, sourcing event status, tender status, tndrst"
sourcing_event.type,sourcing_event,type,Sourcing Event Type,"Type of sourcing event such as RFI, RFP, RFQ, tender, or auction.",string,"event type, rfp type, sourcing event type, sourcing method"
stock.quantity,stock,quantity,Stock Quantity,Available quantity in inventory,decimal,"QuantityOnHand;available stock, inventory qty, inventory quantity, kolicina na stanju, labst, lbkum, on hand, quantityonhand, stock level, stock qty, stock quantity, stockquantity"
storage_location.id,storage_location,id,Storage Location,Inventory storage location within a plant.,string,"lgort, plant storage location, storage location code, storage location id"
subscription.end_date,subscription,end_date,Subscription End Date,Date when the subscription ends or expires.,date,"contract end date, service end date, subscription end date"
subscription.id,subscription,id,Subscription ID,Identifier for a recurring subscription agreement.,string,"recurring contract id, subscription id, subscription number"
subscription.start_date,subscription,start_date,Subscription Start Date,Date when the subscription begins.,date,"contract start date, service start date, subscription start date"
subscription.status,subscription,status,Subscription Status,Lifecycle status of a subscription.,string,"contract status, recurring service status, subscription status"
supplier.address,supplier,address,Supplier Address,Primary postal or physical address for a supplier master record.,string,"EmployeeAddress_City;EmployeeAddress_Country;VendorAddress_City;VendorAddress_Country;adrc address, city, country, lfa1 address, postal code, region, street, supplier address, vendor address"
supplier.city,supplier,city,Supplier City,City component of a supplier address.,string,"VendorAddress_City;adrc city1, city1, lfa1 city, supplier city, vendor city"
supplier.commercial_contact_email,supplier,commercial_contact_email,Supplier Commercial Contact Email,Email address for the commercial contact associated with a supplier.,string,"Email;adr6 smtp addr, commercial contact, contact email, smtp addr, supplier email, vendor email",true,,contact,supplier_contact
supplier.country_code,supplier,country_code,Supplier Country Code,Country code component of a supplier address.,string,"adrc country, country, country code, supplier country, vendor country"
supplier.duns_number,supplier,duns_number,Supplier DUNS Number,Dun & Bradstreet D-U-N-S identifier for a supplier or contract partner.,string,"contract partner duns, duns, duns number, kraus, lfa1 kraus, supplier duns"
supplier.facility_duns_number,supplier,facility_duns_number,Supplier Facility DUNS Number,Dun & Bradstreet D-U-N-S identifier for a supplier facility or site.,string,"facility duns, location duns, plant duns, site duns"
supplier.id,supplier,id,Supplier ID,"Stable identifier for a supplier, vendor, or contract partner master record.",string,"lfa1 lifnr, lifnr, supplier id, supplier number"
supplier.intercompany_code,supplier,intercompany_code,Supplier Intercompany Code,"Company, intercompany, or Hyperion code associated with a supplier relationship.",string,"bukrs, company code, hyperion code, intercompany code, lfb1 bukrs"
supplier.invoicing_contracting_address,supplier,invoicing_contracting_address,Supplier Invoicing/Contracting Address,"Address used for supplier invoicing, contracting, remittance, or legal correspondence.",string,"contracting address, invoicing address, legal address, lfa1 adrc address, remit to address, supplier invoice address"
supplier.manufacturing_address,supplier,manufacturing_address,Supplier Manufacturing Address,Address of the supplier manufacturing facility or production site.,string,"facility address, manufacturing address, production site address, supplier manufacturing address"
supplier.name,supplier,name,Supplier Name,"Legal, trading, or display name of a supplier or vendor.",string,"PayeeEntityRef_FullName;VendorRef_FullName;company name, dba, doing business as, lfa1 name1, name1, supplier name, vendor name"
supplier.payment_terms_id,supplier,payment_terms_id,Supplier Payment Terms ID,"Payment terms assigned to a supplier at purchasing, company, or transaction level.",string,"ekko zterm, lfb1 zterm, lfm1 zterm, payment terms, supplier payment terms, vendor payment terms, zterm"
supplier.postal_code,supplier,postal_code,Supplier Postal Code,Postal or ZIP code component of a supplier address.,string,"VendorAddress_PostalCode;adrc post code1, post code1, supplier postal code, vendor postal code, zip code"
supplier.posting_block_flag,supplier,posting_block_flag,Supplier Posting Block Flag,Indicator that postings or accounting transactions against the supplier are blocked in the source ERP.,boolean,"accounting block flag, blocked for posting, indikator blokade knjizenja, lfa1 sperr, post block, posting block flag, postingblockflag, sperr, supplier posting block, vendor posting block"
supplier.region_code,supplier,region_code,Supplier Region Code,"State, province, or region component of a supplier address.",string,"employeeaddress state adrc region, gbstk, pokrajina, province, regio, region, republika, state, state id, state prov, supplier region, vendor region"
supplier.street,supplier,street,Supplier Street,Street component of a supplier address.,string,"adrc street, street, street address, supplier street, vendor street"
supplier.tax_registration_id,supplier,tax_registration_id,Supplier Tax Registration ID,"Tax, VAT, UID, or fiscal registration identifier assigned to a supplier.",string,"lfa1 stceg, stceg, supplier tax id, supplier vat number, uid number, universal identification number"
supplier.type,supplier,type,Supplier Type,"Classification of a supplier such as direct, indirect, intercompany, manufacturer, distributor, or service provider.",string,"direct supplier, indirect supplier, lifnr typ, supplier category, supplier type, tip dobavljaca, vendor type, vendortype"
supplier_bank_account.account_number,supplier_bank_account,account_number,Supplier Bank Account Number,Supplier bank account number used for payments.,string,"account number, bankn, lfbk bankn, supplier account number, vendor bank account number"
supplier_bank_account.address,supplier_bank_account,address,Supplier Bank Address,Postal or physical address of the supplier bank or bank branch.,string,"bank address, bank city, bank postal code, bank street, bnka ort01, bnka provz, bnka stras, supplier bank address"
supplier_bank_account.bank_name,supplier_bank_account,bank_name,Supplier Bank Name,Name of the bank used for supplier payments.,string,"bank name, banka, bankname, bankname c, bnka banka, naziv banke, supplier bank name, txt20, vendor bank name"
supplier_bank_account.bank_phone,supplier_bank_account,bank_phone,Supplier Bank Phone,Phone number for the supplier bank or bank branch.,string,"bank phone, bank telephone, supplier bank phone"
supplier_bank_account.iban,supplier_bank_account,iban,Supplier Bank IBAN,International Bank Account Number for a supplier bank account.,string,"iban, supplier iban, tiban iban, vendor iban"
supplier_bank_account.swift_bic,supplier_bank_account,swift_bic,Supplier Bank SWIFT/BIC,SWIFT or BIC code for the supplier bank used in international payments.,string,"bank bic, bank swift, bic, bic c, bnka swift, supplier bank bic, swift, swift bic, swift code, swift kod, swiftnumber"
supplier_invoice.amount,supplier_invoice,amount,Supplier Invoice Amount,Total monetary amount on a supplier invoice.,decimal,"ap invoice amount, supplier invoice amount, vendor invoice amount"
supplier_invoice.document_date,supplier_invoice,document_date,Supplier Invoice Document Date,Business issue date of the supplier invoice.,date,"invoice document date, supplier invoice date, vendor invoice date"
supplier_invoice.id,supplier_invoice,id,Supplier Invoice ID,Identifier for a supplier invoice or vendor bill.,string,"RefNumber;ap invoice number, supplier invoice id, vendor invoice number"
supplier_invoice.posting_date,supplier_invoice,posting_date,Supplier Invoice Posting Date,Date on which the supplier invoice is posted to accounting.,date,"accounting posting date, supplier invoice posting date, vendor invoice posting date"
supplier_lead_time.days,supplier_lead_time,days,Supplier Lead Time Days,Expected number of days between ordering from a supplier and receipt.,decimal,"aplfz, planned delivery days, planned delivery time, procurement lead time, supplier lead time, vendor lead time"
supplier_scorecard.delivery_rating,supplier_scorecard,delivery_rating,Supplier Delivery Rating,Score or rating measuring supplier delivery performance.,decimal,"on time delivery rating, supplier delivery rating, vendor delivery score"
supplier_scorecard.quality_rating,supplier_scorecard,quality_rating,Supplier Quality Rating,Score or rating measuring supplier quality performance.,decimal,"quality scorecard rating, supplier quality rating, vendor quality score"
supply_plan.id,supply_plan,id,Supply Plan ID,Identifier for a supply plan or planning scenario.,string,"supply plan id, supply planning plan id, supply scenario id"
supply_plan.planned_quantity,supply_plan,planned_quantity,Supply Plan Planned Quantity,"Planned supply quantity for a product, location, or planning bucket.",decimal,"planned receipt quantity, planned supply quantity, supply plan quantity"
supply_plan.status,supply_plan,status,Supply Plan Status,"Lifecycle status of a supply plan such as draft, approved, or published.",string,"planning scenario status, supply plan status, supply planning status"
supply_plan.version,supply_plan,version,Supply Plan Version,Version or scenario identifier for a supply plan.,string,"planning version, supply plan version, supply scenario"
tax.id,tax,id,Tax Registration ID,Tax registration identifier for a business party when party role is not further specified; prefer customer/vendor/company tax registration concepts when available.,string,"fiscal code, pdv broj, poreski broj pib, stcd1, stceg, tax registration id, tax registration number, taxid, taxm1, vat number, vatnumber"
tax.jurisdiction_code,tax,jurisdiction_code,Tax Jurisdiction Code,Code representing the tax jurisdiction used for tax determination.,string,"sales tax jurisdiction, tax area code, tax jurisdiction code"
tax.rate,tax,rate,Tax Rate,Percentage of tax applied,decimal,"mwskz, poreska stopa, tax pct, tax percentage, tax rate, taxrate, vat rate"
territory.id,territory,id,Territory ID,Identifier for a sales or service territory.,string,"region id, sales territory id, territory id"
territory.name,territory,name,Territory Name,Name of a sales or service territory.,string,"region name, sales territory name, territory name"
ticket.id,ticket,id,Ticket ID,Identifier for a support or service request,string,"broj tiketa, case id, service request id, ticket, ticket id, ticket number, ticketnumber"
timesheet.hours,timesheet,hours,Hours Worked,Number of hours recorded on a timesheet or time card.,decimal,"hours worked, logged hours, recorded hours, timesheet hours"
timesheet.id,timesheet,id,Timesheet ID,Identifier for a time tracking record,string,"cats record, time card id, timesheet id, timesheet number"
training.completion_date,training,completion_date,Training Completion Date,Date when an employee completed training.,date,"course completion date, learning completion date, training completion date"
training.course_id,training,course_id,Training Course ID,Identifier for a training course or learning item.,string,"course code, learning course id, training course id"
transportation_mode.code,transportation_mode,code,Transportation Mode Code,"Code for transportation mode such as road, rail, air, ocean, or parcel.",string,"freight mode, shipping mode, transport mode code, transportation mode"
transportation_mode.name,transportation_mode,name,Transportation Mode Name,Descriptive name of a transportation mode.,string,"freight mode name, shipping mode name, transportation mode name"
uom.code,uom,code,Unit of Measure,Standard unit of measure code. Use base unit of measure when the source field explicitly represents base UoM.,string,"meinh, sales unit, unit of measure, unit of measure code, uom code, vrkme"
vendor.bank_account_id,vendor,bank_account_id,Vendor Bank Account ID,Bank account used for vendor payments.,string,"payment bank account, supplier bank account id, vendor bank account"
vendor.classification,vendor,classification,Vendor Classification,Business classification or segmentation of a vendor.,string,"supplier classification, supplier tier, vendor category, vendor classification"
vendor.email,vendor,email,Vendor Email,Primary vendor email address,string,"supplier email, vendor email"
vendor.id,vendor,id,Vendor ID,Stable identifier for a vendor or supplier,string,"broj dobavljaca, id dobavljaca, lifnr, supplier id, supplier number, vendor id, vendor identifier, vendor number, vendorid, vendornumber"
vendor.name,vendor,name,Vendor Name,Display or legal name of the vendor,string,"supplier name, vendor name"
vendor.payment_terms_id,vendor,payment_terms_id,Vendor Payment Terms ID,Payment terms assigned to a vendor or supplier.,string,"pay terms id, supplier payment terms, vendor payment terms, zterm"
vendor.status,vendor,status,Vendor Status,Lifecycle or activity status of a vendor or supplier.,string,"blocked flag, supplier lifecycle status, supplier status, vendor status"
vendor.supplier_site_id,vendor,supplier_site_id,Supplier Site ID,"Identifier for a supplier site or supplier location used for ordering, remittance, or fulfillment.",string,"supplier location id, supplier site id, vendor location id, vendor site id"
vendor.tax_registration_id,vendor,tax_registration_id,Vendor Tax Registration ID,Tax registration identifier for a vendor or supplier.,string,"supplier tax registration id, supplier vat number, vendor tax registration id, vendor vat number"
vendor_group.id,vendor_group,id,Vendor Group,Classification for a set of suppliers,string,"ktokk, supplier group, vendor category, vendor group"
warehouse.id,warehouse,id,Warehouse ID,"Identifier for a warehouse. Not equivalent to plant, work location, or generic facility unless source context confirms warehouse semantics.",string,"id skladista, lgnum, sifra skladista, warehouse code, warehouse id, warehousecode, warehouseid, whse id"
warehouse_bin.id,warehouse_bin,id,Warehouse Bin,Bin-level physical storage location within a warehouse.,string,"bin location id, ewm lgpla, lgpbe, lgpla, storage bin, warehouse bin id, warehouse storage bin"
warehouse_task.id,warehouse_task,id,Warehouse Task ID,"Identifier for a warehouse execution task such as pick, putaway, replenish, or count.",string,"warehouse order task, warehouse task id, wh task id"
warehouse_task.status,warehouse_task,status,Warehouse Task Status,Current execution state of a warehouse task.,string,"task status, tm whse exec, warehouse execution status, warehouse task status"
warehouse_task.type,warehouse_task,type,Warehouse Task Type,"Type of warehouse task such as picking, putaway, replenishment, movement, or cycle count.",string,"task type, warehouse activity type, warehouse task type"
work_center.id,work_center,id,Work Center ID,Identifier for a production or work station,string,"arbpl, production work center, radni centar, work center, work center id, work ctr, workcenter"
work_order.id,work_order,id,Work Order ID,Identifier for a production task on the shop floor,string,"aufnr, broj radnog naloga, production order id, work order id, work order number, workordernumber"
work_schedule.hours_per_week,work_schedule,hours_per_week,Scheduled Hours per Week,Number of scheduled working hours per week.,decimal,"scheduled hours, standard hours per week, weekly hours"
work_schedule.id,work_schedule,id,Work Schedule ID,Identifier for an employee work schedule or shift pattern.,string,"schedule code, shift schedule id, work schedule id"
workflow.instance_id,workflow,instance_id,Workflow Instance ID,Identifier for a workflow process instance.,string,"id workflow a, process instance id, wf id, workflow id, workflow instance id, workflowid"
workflow.step,workflow,step,Workflow Step,Current or completed step in a workflow process.,string,"approval step, korak procesa, proc step, process step, processstep, workflow step"
material.net_weight,material,net_weight,Material Net Weight,"Net weight or net mass associated with a material, product, or logistics line item.",decimal,"net weight, net weight of the item, ntgew"
volume.unit_code,volume,unit_code,Volume Unit Code,Unit of measure code used for volume quantities.,string,"voleh, volume unit, volume uom"
material.type_code,material,type_code,Material Type Code,Code identifying the SAP material type or a materially equivalent product-type classification.,string,"material type, mtart"
address.id,address,id,Address ID,Stable identifier for an address master or address reference record.,string,"ID;address, address id, address number, addresses address number, adrn2, adrnr"
chart_of_accounts.id,chart_of_accounts,id,Chart of Accounts ID,Identifier for a chart of accounts used by accounting entities and ledgers.,string,"chart of accounts, ktopl"
asset.class_code,asset,class_code,Asset Class Code,Classification code that identifies the fixed-asset class used for accounting and reporting.,string,"anlkl, asset class"
asset.manufacturer_name,asset,manufacturer_name,Asset Manufacturer Name,Name of the manufacturer associated with a fixed asset.,string,"asset manufacturer, herst, manufacturer, manufacturer of asset"
project.wbs_element_id,project,wbs_element_id,WBS Element ID,"Identifier for a work breakdown structure element used for project planning, accounting, or logistics assignment.",string,"mat ps posid, mat pspnr, projn, ps posid, pspnr, standard wbs element, valuated sales order stock wbs element, wbs element, wbs element external of valuated special inventory, wbs element internal of valuated special inventory, wbs id, work breakdown structure element, work breakdown structure element wbs element"
validity.start_date,validity,start_date,Validity Start Date,"Date from which a record, agreement, assignment, or configuration becomes effective.",date,"datab, effective from, start date, valid from date"
party.salutation,party,salutation,Party Salutation,"Honorific, form-of-address, or salutation associated with a person or organization.",string,"anred, form of address, salutation, salutation anred, title"
manufacturer.id,manufacturer,id,Manufacturer ID,Identifier for a manufacturer referenced by a source transaction or master record.,string,"manufacturer, manufacturer id, manufacturer number, mfrnr"
reason.code,reason,code,Reason Code,"Generic code or identifier describing the business reason for a status, movement, exception, or adjustment.",string,"adjustment reason, blk reason id, blocking reason, blocking reason id, goods receipt reason code, grund, movement reason, payment reason code, reason code, reason code for payments, reason for goods movment, reason for manual valuation of net assets, reason for movement, rsncd, rstgr"
system.guid,system,guid,System GUID,"Globally unique identifier or UUID generated by a source system for an entity, record, or processing chain.",string,"globally unique identifier, guid, guid in char format in uppercase, handle, status obj guid, uniqueid, uuid, uuid datatype raw 16, vcm chain uuid"
version.number,version,number,Version Number,"Version identifier or revision number associated with a business object, requirement, or planning record.",string,"dokvr, numvr, revision number, revno, versb, version, version number, version number for independent requirements, version number in purchasing, versn"
external_reference.id,external_reference,id,External Reference ID,"Identifier assigned by an external system, partner, or reference process to a business object.",string,"ID;external id, external reference id, externalreferenceid"
activity id,CR_DIM_EVENT_CLASSIFICATION,,,,,ID
primary key,CR_DIM_APPLICANT;CR_DIM_COMPANIES;CR_DIM_COMPANIES_CHANGES_MDS;CR_DIM_COMPANIES_MDS;CR_DIM_EOS_DL;CR_DIM_GBL_0000_CERIDIAN_PAYGROUP_CALENDAR;CR_DIM_GEM_ID_MAPPING;CR_DIM_KPI;CR_DIM_LOA;CR_DIM_PAYGROUP;CR_DIM_PERFORMANCE_TEMPLATE;CR_DIM_RETIREMENT_BENEFIT_ELECTION;CR_DIM_SAP_EE;CR_DIM_TO;CR_DIM_UNION_MEMBERSHIP;CR_DIM_UNION_MEMBERSHIP_HISTORY;CR_DIM_UNION_MEMBERSHIP_HISTORY_fh_20250511;CR_DIM_WORKDAY_PUBLIC_HOLIDAYS;CR_FCT_COMPANIES;CR_FCT_COMPANIES_MDS;CR_FCT_COMPENSATION;CR_FCT_COMPENSATION_PROCESSING;CR_FCT_COMPENSATION_PROCESSING_STG_0000_PECI_STG_DAYFORCE_PILOT;CR_FCT_KPI;CR_FCT_LOA;CR_FCT_LOA_PROCESSING;CR_FCT_PERFORMANCE_TEMPLATE;CR_FCT_PN_BILLING_EMPLOYEES_DETAILED;CR_FCT_SUCCESSION;CR_FCT_TO;CR_FCT_TO_BALANCE;CR_FCT_TO_BALANCE_PROCESSING;CR_FCT_TO_PROCESSING;CR_MDI_PERFORMANCE_TEMPLATE;CR_Preformance_Template_Hierarchy,,,,,ID
sap_term.fixed_quantity,sap_term,fixed_quantity,Fixed quantity,Auto-generated canonical concept for the SAP description 'Fixed quantity' based on 18 unmapped field occurrences. Module focus: CO. Domain: MENGV8. Data element: MEFXXX.,decimal,Fixed quantity
sap_term.quantities_incomplete,sap_term,quantities_incomplete,Quantities Incomplete,Auto-generated canonical concept for the SAP description 'Quantities Incomplete' based on 16 unmapped field occurrences. Module focus: CO. Domain: XFELD. Data element: MUVXX.,boolean,Quantities Incomplete
sap_term.asset_subnumber,sap_term,asset_subnumber,Asset Subnumber,Auto-generated canonical concept for the SAP description 'Asset Subnumber' based on 11 unmapped field occurrences. Module focus: FI. Domain: ANLN2. Data element: ANLN2.,string,Asset Subnumber
sap_term.residue,sap_term,residue,Residue,Auto-generated canonical concept for the SAP description 'Residue' based on 10 unmapped field occurrences. Domain: /ATL/LRESIDUE. Data element: /ATL/LRESIDUE.,string,Residue
sap_term.logical_system,sap_term,logical_system,Logical System,Auto-generated canonical concept for the SAP description 'Logical System' based on 9 unmapped field occurrences. Module focus: MM. Domain: LOGSYS. Data element: LOGSYS.,string,Logical System
sap_term.trading_partner_s_business_area,sap_term,trading_partner_s_business_area,Trading partner's business area,Auto-generated canonical concept for the SAP description 'Trading partner's business area' based on 9 unmapped field occurrences. Module focus: S/4HANA. Domain: GSBER. Data element: PARGB.,string,Trading partner's business area
sap_term.authorization_group,sap_term,authorization_group,Authorization Group,Auto-generated canonical concept for the SAP description 'Authorization Group' based on 8 unmapped field occurrences. Module focus: SD. Domain: BRGRU. Data element: BRGRU.,string,Authorization Group
sap_term.exception_group_in_the_mrp_list,sap_term,exception_group_in_the_mrp_list,Exception group in the MRP list,Auto-generated canonical concept for the SAP description 'Exception group in the MRP list' based on 8 unmapped field occurrences. Module focus: PP. Domain: CHAR2. Data element: AUSZX.,string,Exception group in the MRP list
sap_term.field_is_referenced,sap_term,field_is_referenced,Field is referenced,Auto-generated canonical concept for the SAP description 'Field is referenced' based on 8 unmapped field occurrences. Module focus: PP. Domain: XFELD. Data element: AP_KZREF.,string,Field is referenced
sap_term.internal_counter,sap_term,internal_counter,Internal counter,Auto-generated canonical concept for the SAP description 'Internal counter' based on 8 unmapped field occurrences. Module focus: SD. Domain: CIM_COUNT. Data element: CIM_COUNT.,string,Internal counter
sap_term.sales_district,sap_term,sales_district,Sales District,Auto-generated canonical concept for the SAP description 'Sales District' based on 8 unmapped field occurrences. Module focus: SD. Domain: BZIRK. Data element: BZIRK.,string,Sales District
sap_term.selection_indicator_for_exception_groups,sap_term,selection_indicator_for_exception_groups,Selection indicator for exception groups,Auto-generated canonical concept for the SAP description 'Selection indicator for exception groups' based on 8 unmapped field occurrences. Module focus: PP. Domain: CHAR1. Data element: SLKZX.,boolean,Selection indicator for exception groups
sap_term.tax_classification_for_material,sap_term,tax_classification_for_material,Tax Classification for Material,Auto-generated canonical concept for the SAP description 'Tax Classification for Material' based on 8 unmapped field occurrences. Module focus: SD. Domain: TAXKD. Data element: TAXMT.,string,Tax Classification for Material
sap_term.cost_element,sap_term,cost_element,Cost Element,Auto-generated canonical concept for the SAP description 'Cost Element' based on 7 unmapped field occurrences. Module focus: CO. Domain: KSTAR. Data element: KSTAR.,decimal,Cost Element
sap_term.credit_control_area,sap_term,credit_control_area,Credit Control Area,Auto-generated canonical concept for the SAP description 'Credit Control Area' based on 7 unmapped field occurrences. Module focus: SD. Domain: KKBER. Data element: KKBER.,string,Credit Control Area
sap_term.joint_venture,sap_term,joint_venture,Joint venture,Auto-generated canonical concept for the SAP description 'Joint venture' based on 7 unmapped field occurrences. Module focus: FI. Domain: JV_NAME. Data element: JV_NAME.,string,Joint venture
sap_term.sales_document_item,sap_term,sales_document_item,Sales Document Item,Auto-generated canonical concept for the SAP description 'Sales Document Item' based on 7 unmapped field occurrences. Module focus: SD. Domain: POSNR. Data element: POSNR_VA.,string,Sales Document Item
sap_term.shipping_conditions,sap_term,shipping_conditions,Shipping Conditions,Auto-generated canonical concept for the SAP description 'Shipping Conditions' based on 7 unmapped field occurrences. Module focus: SD. Domain: VSBED. Data element: VSBED.,string,Shipping Conditions
sap_term.tax_reporting_country_region,sap_term,tax_reporting_country_region,Tax Reporting Country/Region,Auto-generated canonical concept for the SAP description 'Tax Reporting Country/Region' based on 7 unmapped field occurrences. Module focus: S/4HANA. Domain: LAND1. Data element: FOT_TAX_COUNTRY.,string,Tax Reporting Country/Region
sap_term.translation_date,sap_term,translation_date,Translation Date,Auto-generated canonical concept for the SAP description 'Translation Date' based on 7 unmapped field occurrences. Module focus: SD. Domain: DATUM. Data element: WWERT_D.,date,Translation Date
sap_term.unloading_point,sap_term,unloading_point,Unloading Point,Auto-generated canonical concept for the SAP description 'Unloading Point' based on 7 unmapped field occurrences. Module focus: SD. Domain: TEXT25. Data element: ABLAD.,string,Unloading Point
sap_term.alternative_bom,sap_term,alternative_bom,Alternative BOM,Auto-generated canonical concept for the SAP description 'Alternative BOM' based on 6 unmapped field occurrences. Module focus: PP. Domain: ALTNR. Data element: STALT.,string,Alternative BOM
sap_term.base_quantity,sap_term,base_quantity,Base quantity,Auto-generated canonical concept for the SAP description 'Base quantity' based on 6 unmapped field occurrences. Module focus: PP. Domain: MENG13. Data element: BASMN.,decimal,Base quantity
sap_term.business_place,sap_term,business_place,Business Place,Auto-generated canonical concept for the SAP description 'Business Place' based on 6 unmapped field occurrences. Module focus: FI. Domain: J_1BBRANCH. Data element: BUPLA.,string,Business Place
sap_term.business_process,sap_term,business_process,Business Process,Auto-generated canonical concept for the SAP description 'Business Process' based on 6 unmapped field occurrences. Module focus: S/4HANA. Domain: CO_PRZNR. Data element: CO_PRZNR.,string,Business Process
sap_term.business_purpose_completed_flag,sap_term,business_purpose_completed_flag,Business Purpose Completed Flag,Auto-generated canonical concept for the SAP description 'Business Purpose Completed Flag' based on 6 unmapped field occurrences. Module focus: SD. Domain: CVP_XBLCK. Data element: CVP_XBLCK.,boolean,Business Purpose Completed Flag
sap_term.communication_number,sap_term,communication_number,Communication Number,Auto-generated canonical concept for the SAP description 'Communication Number' based on 6 unmapped field occurrences. Module focus: HR. Domain: CHAR20. Data element: COMNR.,string,Communication Number
sap_term.dunning_block,sap_term,dunning_block,Dunning Block,Auto-generated canonical concept for the SAP description 'Dunning Block' based on 6 unmapped field occurrences. Module focus: FI. Domain: MANSP. Data element: MANSP.,string,Dunning Block
sap_term.financial_budget_item,sap_term,financial_budget_item,Financial Budget Item,Auto-generated canonical concept for the SAP description 'Financial Budget Item' based on 6 unmapped field occurrences. Module focus: FI. Domain: FIPLS. Data element: FIPLS.,string,Financial Budget Item
sap_term.incoterms_version,sap_term,incoterms_version,Incoterms Version,Auto-generated canonical concept for the SAP description 'Incoterms Version' based on 6 unmapped field occurrences. Module focus: SD. Domain: INCOV. Data element: INCOV.,string,Incoterms Version
sap_term.indicator_triangular_deal_within_the_eu,sap_term,indicator_triangular_deal_within_the_eu,Indicator: Triangular Deal Within the EU,Auto-generated canonical concept for the SAP description 'Indicator: Triangular Deal Within the EU' based on 6 unmapped field occurrences. Module focus: FI. Domain: XFELD. Data element: XEGDR.,boolean,Indicator: Triangular Deal Within the EU
sap_term.number_of_condition_record,sap_term,number_of_condition_record,Number of Condition Record,Auto-generated canonical concept for the SAP description 'Number of Condition Record' based on 6 unmapped field occurrences. Module focus: SD. Domain: KNUMH. Data element: KNUMH.,string,Number of Condition Record
sap_term.parameter_unit,sap_term,parameter_unit,Parameter unit,Auto-generated canonical concept for the SAP description 'Parameter unit' based on 6 unmapped field occurrences. Module focus: PP. Domain: MEINS. Data element: AP_PARUNIT.,string,Parameter unit
sap_term.special_g_l_indicator,sap_term,special_g_l_indicator,Special G/L Indicator,Auto-generated canonical concept for the SAP description 'Special G/L Indicator' based on 6 unmapped field occurrences. Module focus: FI. Domain: UMSKZ. Data element: UMSKZ.,boolean,Special G/L Indicator
sap_term.usage_indicator,sap_term,usage_indicator,Usage Indicator,Auto-generated canonical concept for the SAP description 'Usage Indicator' based on 6 unmapped field occurrences. Module focus: SD. Domain: ABRVW. Data element: ABRVW.,boolean,Usage Indicator
sap_term.delivery_completed_indicator,sap_term,delivery_completed_indicator,"""Delivery Completed"" Indicator","Auto-generated canonical concept for the SAP description '""Delivery Completed"" Indicator' based on 5 unmapped field occurrences. Module focus: MM. Domain: XFELD. Data element: ELIKZ.",boolean,"""Delivery Completed"" Indicator"
sap_term.assembly,sap_term,assembly,Assembly,Auto-generated canonical concept for the SAP description 'Assembly' based on 5 unmapped field occurrences. Module focus: S/4HANA. Domain: MATNR. Data element: ISTRU.,string,Assembly
